index,District_Name,Crop_Year,Season,Crop,Area,Production
11475,GULBARGA,2004,Rabi ,Sunflower,61829,26509
11476,GULBARGA,2004,Rabi ,Wheat,16517,11494
11477,GULBARGA,2004,Summer ,Jowar,123,98
11478,GULBARGA,2004,Summer ,Maize,394,1205
11479,GULBARGA,2004,Summer ,Rice,34143,148297
11480,GULBARGA,2004,Summer ,Sunflower,1340,591
11481,GULBARGA,2004,Whole Year,Banana,908,17701
11482,GULBARGA,2004,Whole Year,Coconut ,734,37301
11483,GULBARGA,2004,Whole Year,Coriander,88,13
11484,GULBARGA,2004,Whole Year,Dry chillies,6714,9392
11485,GULBARGA,2004,Whole Year,Garlic,3,9
11486,GULBARGA,2004,Whole Year,Onion,1919,16844
11487,GULBARGA,2004,Whole Year,Potato,4,66
11488,GULBARGA,2004,Whole Year,Sannhamp,16,4
11489,GULBARGA,2004,Whole Year,Sweet potato,31,206
11490,GULBARGA,2004,Whole Year,Turmeric,396,798
11491,GULBARGA,2005,Kharif ,Arhar/Tur,382765,273447
11492,GULBARGA,2005,Kharif ,Bajra,72667,70441
11493,GULBARGA,2005,Kharif ,Castor seed,332,345
11494,GULBARGA,2005,Kharif ,Dry chillies,3613,6915
11495,GULBARGA,2005,Kharif ,Groundnut,24657,12419
11496,GULBARGA,2005,Kharif ,Horse-gram,1177,672
11497,GULBARGA,2005,Kharif ,Jowar,6245,6663
11498,GULBARGA,2005,Kharif ,Maize,4155,11596
11499,GULBARGA,2005,Kharif ,Moong(Green Gram),82258,23365
11500,GULBARGA,2005,Kharif ,Niger seed,1647,196
11501,GULBARGA,2005,Kharif ,Onion,868,4836
11502,GULBARGA,2005,Kharif ,Other Kharif pulses,1845,281
11503,GULBARGA,2005,Kharif ,Potato,2,7
11504,GULBARGA,2005,Kharif ,Ragi,6,7
11505,GULBARGA,2005,Kharif ,Rice,49114,129091
11506,GULBARGA,2005,Kharif ,Sesamum,16829,12982
11507,GULBARGA,2005,Kharif ,Small millets,453,381
11508,GULBARGA,2005,Kharif ,Soyabean,826,463
11509,GULBARGA,2005,Kharif ,Sunflower,119927,48043
11510,GULBARGA,2005,Kharif ,Urad,36125,11051
11511,GULBARGA,2005,Rabi ,Dry chillies,152,228
11512,GULBARGA,2005,Rabi ,Gram,112801,83283
11513,GULBARGA,2005,Rabi ,Groundnut,35892,36587
11514,GULBARGA,2005,Rabi ,Horse-gram,1117,323
11515,GULBARGA,2005,Rabi ,Jowar,277912,252008
11516,GULBARGA,2005,Rabi ,Linseed,649,216
11517,GULBARGA,2005,Rabi ,Maize,159,566
11518,GULBARGA,2005,Rabi ,Onion,1898,28433
11519,GULBARGA,2005,Rabi ,Other  Rabi pulses,46,5
11520,GULBARGA,2005,Rabi ,Potato,7,127
11521,GULBARGA,2005,Rabi ,Rapeseed &Mustard,260,69
11522,GULBARGA,2005,Rabi ,Rice,5485,10745
11523,GULBARGA,2005,Rabi ,Safflower,15585,10882
11524,GULBARGA,2005,Rabi ,Sunflower,55982,27093
11525,GULBARGA,2005,Rabi ,Wheat,19876,15003
11526,GULBARGA,2005,Summer ,Dry chillies,72,190
11527,GULBARGA,2005,Summer ,Jowar,95,158
11528,GULBARGA,2005,Summer ,Maize,287,887
11529,GULBARGA,2005,Summer ,Onion,85,1469
11530,GULBARGA,2005,Summer ,Rice,35536,109650
11531,GULBARGA,2005,Summer ,Sunflower,1019,873
11532,GULBARGA,2005,Whole Year,Banana,862,20523
11533,GULBARGA,2005,Whole Year,Coconut ,645,3245
11534,GULBARGA,2005,Whole Year,Coriander,125,19
11535,GULBARGA,2005,Whole Year,Cotton(lint),28773,103776
11536,GULBARGA,2005,Whole Year,Dry ginger,6,78
11537,GULBARGA,2005,Whole Year,Garlic,26,78
11538,GULBARGA,2005,Whole Year,Mesta,918,1681
11539,GULBARGA,2005,Whole Year,Sugarcane,4494,273235
11540,GULBARGA,2005,Whole Year,Sweet potato,19,126
11541,GULBARGA,2005,Whole Year,Turmeric,435,1144
11542,GULBARGA,2006,Kharif ,Arhar/Tur,382521,163528
11543,GULBARGA,2006,Kharif ,Bajra,65634,43042
11544,GULBARGA,2006,Kharif ,Castor seed,180,144
11545,GULBARGA,2006,Kharif ,Gram,55251,9920
11546,GULBARGA,2006,Kharif ,Groundnut,20939,6495
11547,GULBARGA,2006,Kharif ,Horse-gram,1196,431
11548,GULBARGA,2006,Kharif ,Jowar,6242,5693
11549,GULBARGA,2006,Kharif ,Maize,1985,3015
11550,GULBARGA,2006,Kharif ,Moong(Green Gram),111120,11190
11551,GULBARGA,2006,Kharif ,Niger seed,1478,176
11552,GULBARGA,2006,Kharif ,Other Kharif pulses,1727,951
11553,GULBARGA,2006,Kharif ,Rapeseed &Mustard,5,1
11554,GULBARGA,2006,Kharif ,Rice,47975,107324
11555,GULBARGA,2006,Kharif ,Sesamum,17684,6770
11556,GULBARGA,2006,Kharif ,Small millets,325,104
11557,GULBARGA,2006,Kharif ,Soyabean,723,536
11558,GULBARGA,2006,Kharif ,Sunflower,74068,15620
11559,GULBARGA,2006,Kharif ,Urad,55251,9920
11560,GULBARGA,2006,Rabi ,Bajra,4,4
11561,GULBARGA,2006,Rabi ,Gram,147503,81566
11562,GULBARGA,2006,Rabi ,Groundnut,31340,18072
11563,GULBARGA,2006,Rabi ,Horse-gram,991,239
11564,GULBARGA,2006,Rabi ,Jowar,282259,222336
11565,GULBARGA,2006,Rabi ,Linseed,689,211
11566,GULBARGA,2006,Rabi ,Maize,94,293
11567,GULBARGA,2006,Rabi ,Other  Rabi pulses,78,19
11568,GULBARGA,2006,Rabi ,Rice,4237,5543
11569,GULBARGA,2006,Rabi ,Safflower,12788,8420
11570,GULBARGA,2006,Rabi ,Sunflower,43405,17603
11571,GULBARGA,2006,Rabi ,Wheat,17993,12674
11572,GULBARGA,2006,Summer ,Jowar,60,86
11573,GULBARGA,2006,Summer ,Maize,319,1022
11574,GULBARGA,2006,Summer ,Rice,35031,75944
11575,GULBARGA,2006,Summer ,Sunflower,1880,854
11576,GULBARGA,2006,Whole Year,Banana,1131,25622
11577,GULBARGA,2006,Whole Year,Coconut ,598,3009
11578,GULBARGA,2006,Whole Year,Coriander,36,5
11579,GULBARGA,2006,Whole Year,Cotton(lint),23582,85067
11580,GULBARGA,2006,Whole Year,Dry chillies,3819,7443
11581,GULBARGA,2006,Whole Year,Dry ginger,8,104
11582,GULBARGA,2006,Whole Year,Garlic,25,75
11583,GULBARGA,2006,Whole Year,Mesta,1015,1859
11584,GULBARGA,2006,Whole Year,Onion,2345,19607
11585,GULBARGA,2006,Whole Year,Potato,16,247
11586,GULBARGA,2006,Whole Year,Sugarcane,5330,324064
11587,GULBARGA,2006,Whole Year,Sweet potato,6,40
11588,GULBARGA,2006,Whole Year,Turmeric,292,614
11589,GULBARGA,2007,Kharif ,Arhar/Tur,429589,302817
11590,GULBARGA,2007,Kharif ,Bajra,61866,48530
11591,GULBARGA,2007,Kharif ,Castor seed,88,59
11592,GULBARGA,2007,Kharif ,Dry chillies,3184,8131
11593,GULBARGA,2007,Kharif ,Groundnut,18811,12907
11594,GULBARGA,2007,Kharif ,Horse-gram,1053,539
11595,GULBARGA,2007,Kharif ,Jowar,7791,9060
11596,GULBARGA,2007,Kharif ,Maize,2087,4887
11597,GULBARGA,2007,Kharif ,Moong(Green Gram),116024,30421
11598,GULBARGA,2007,Kharif ,Niger seed,1612,407
11599,GULBARGA,2007,Kharif ,Onion,1519,9055
11600,GULBARGA,2007,Kharif ,Other Kharif pulses,1635,719
11601,GULBARGA,2007,Kharif ,Potato,44,145
11602,GULBARGA,2007,Kharif ,Rapeseed &Mustard,8,3
11603,GULBARGA,2007,Kharif ,Rice,52131,141389
11604,GULBARGA,2007,Kharif ,Sesamum,17785,9310
11605,GULBARGA,2007,Kharif ,Small millets,479,105
11606,GULBARGA,2007,Kharif ,Soyabean,418,341
11607,GULBARGA,2007,Kharif ,Sunflower,73487,33263
11608,GULBARGA,2007,Kharif ,Urad,76920,34345
11609,GULBARGA,2007,Rabi ,Bajra,4,2
11610,GULBARGA,2007,Rabi ,Dry chillies,40,70
11611,GULBARGA,2007,Rabi ,Gram,138387,94324
11612,GULBARGA,2007,Rabi ,Groundnut,33452,26538
11613,GULBARGA,2007,Rabi ,Horse-gram,586,288
11614,GULBARGA,2007,Rabi ,Jowar,246031,245291
11615,GULBARGA,2007,Rabi ,Linseed,401,158
11616,GULBARGA,2007,Rabi ,Maize,276,955
11617,GULBARGA,2007,Rabi ,Onion,1255,18001
11618,GULBARGA,2007,Rabi ,Other  Rabi pulses,54,13
11619,GULBARGA,2007,Rabi ,Potato,5,62
11620,GULBARGA,2007,Rabi ,Rice,3448,5477
11621,GULBARGA,2007,Rabi ,Safflower,11342,7734
11622,GULBARGA,2007,Rabi ,Sunflower,31052,13711
11623,GULBARGA,2007,Rabi ,Wheat,17936,17282
11624,GULBARGA,2007,Summer ,Dry chillies,43,146
11625,GULBARGA,2007,Summer ,Jowar,15,29
11626,GULBARGA,2007,Summer ,Maize,318,1027
11627,GULBARGA,2007,Summer ,Onion,92,777
11628,GULBARGA,2007,Summer ,Rice,35232,76379
11629,GULBARGA,2007,Summer ,Sunflower,1978,1366
11630,GULBARGA,2007,Whole Year,Banana,1114,22293
11631,GULBARGA,2007,Whole Year,Coconut ,567,2887
11632,GULBARGA,2007,Whole Year,Coriander,9,3
11633,GULBARGA,2007,Whole Year,Cotton(lint),26010,106214
11634,GULBARGA,2007,Whole Year,Dry ginger,5,103
11635,GULBARGA,2007,Whole Year,Garlic,6,6
11636,GULBARGA,2007,Whole Year,Mesta,902,1652
11637,GULBARGA,2007,Whole Year,Sugarcane,12797,802372
11638,GULBARGA,2007,Whole Year,Sweet potato,2,13
11639,GULBARGA,2007,Whole Year,Turmeric,387,2489
11640,GULBARGA,2008,Kharif ,Arhar/Tur,379769,187606
11641,GULBARGA,2008,Kharif ,Bajra,52617,41894
11642,GULBARGA,2008,Kharif ,Castor seed,83,79
11643,GULBARGA,2008,Kharif ,Dry chillies,2674,4994
11644,GULBARGA,2008,Kharif ,Groundnut,13393,9100
11645,GULBARGA,2008,Kharif ,Horse-gram,803,363
11646,GULBARGA,2008,Kharif ,Jowar,7044,10776
11647,GULBARGA,2008,Kharif ,Maize,4202,8820
11648,GULBARGA,2008,Kharif ,Moong(Green Gram),61871,16752
11649,GULBARGA,2008,Kharif ,Niger seed,1230,421
11650,GULBARGA,2008,Kharif ,Onion,1121,3441
11651,GULBARGA,2008,Kharif ,Other Kharif pulses,1649,620
11652,GULBARGA,2008,Kharif ,Potato,4,8
11653,GULBARGA,2008,Kharif ,Rice,47292,122202
11654,GULBARGA,2008,Kharif ,Sesamum,7677,2305
11655,GULBARGA,2008,Kharif ,Soyabean,1058,730
11656,GULBARGA,2008,Kharif ,Sunflower,84572,31709
11657,GULBARGA,2008,Kharif ,Urad,41265,17994
11658,GULBARGA,2008,Rabi ,Dry chillies,61,103
11659,GULBARGA,2008,Rabi ,Gram,181767,113619
11660,GULBARGA,2008,Rabi ,Groundnut,27934,17647
11661,GULBARGA,2008,Rabi ,Horse-gram,667,242
11662,GULBARGA,2008,Rabi ,Jowar,298885,301618
11663,GULBARGA,2008,Rabi ,Linseed,606,229
11664,GULBARGA,2008,Rabi ,Maize,864,2597
11665,GULBARGA,2008,Rabi ,Onion,1204,14014
11666,GULBARGA,2008,Rabi ,Other  Rabi pulses,48,5
11667,GULBARGA,2008,Rabi ,Potato,4,57
11668,GULBARGA,2008,Rabi ,Rapeseed &Mustard,15,6
11669,GULBARGA,2008,Rabi ,Rice,5122,7980
11670,GULBARGA,2008,Rabi ,Safflower,14355,9101
11671,GULBARGA,2008,Rabi ,Sunflower,48746,19767
11672,GULBARGA,2008,Rabi ,Wheat,20333,22229
11673,GULBARGA,2008,Summer ,Bajra,81,61
11674,GULBARGA,2008,Summer ,Dry chillies,59,194
11675,GULBARGA,2008,Summer ,Jowar,44,100
11676,GULBARGA,2008,Summer ,Maize,871,2741
11677,GULBARGA,2008,Summer ,Onion,124,676
11678,GULBARGA,2008,Summer ,Rice,40326,86388
11679,GULBARGA,2008,Summer ,Sunflower,1047,540
11680,GULBARGA,2008,Whole Year,Banana,1146,19734
11681,GULBARGA,2008,Whole Year,Coconut ,513,3514
11682,GULBARGA,2008,Whole Year,Coriander,18,10
11683,GULBARGA,2008,Whole Year,Cotton(lint),50976,185757
11684,GULBARGA,2008,Whole Year,Dry ginger,9,287
11685,GULBARGA,2008,Whole Year,Garlic,10,22
11686,GULBARGA,2008,Whole Year,Mesta,542,993
11687,GULBARGA,2008,Whole Year,Sannhamp,4,1
11688,GULBARGA,2008,Whole Year,Sugarcane,7944,407527
11689,GULBARGA,2008,Whole Year,Sweet potato,14,142
11690,GULBARGA,2008,Whole Year,Turmeric,312,954
11691,GULBARGA,2009,Kharif ,Arhar/Tur,336853,153285
11692,GULBARGA,2009,Kharif ,Bajra,35856,20403
11693,GULBARGA,2009,Kharif ,Castor seed,128,83
11694,GULBARGA,2009,Kharif ,Gram,486,256
11695,GULBARGA,2009,Kharif ,Groundnut,9545,3610
11696,GULBARGA,2009,Kharif ,Horse-gram,486,256
11697,GULBARGA,2009,Kharif ,Jowar,6761,5182
11698,GULBARGA,2009,Kharif ,Maize,4971,4138
11699,GULBARGA,2009,Kharif ,Moong(Green Gram),90846,2848
11700,GULBARGA,2009,Kharif ,Niger seed,994,180
11701,GULBARGA,2009,Kharif ,Onion,934,2929
11702,GULBARGA,2009,Kharif ,Other Kharif pulses,1908,496
11703,GULBARGA,2009,Kharif ,Potato,4,25
11704,GULBARGA,2009,Kharif ,Rice,39593,91024
11705,GULBARGA,2009,Kharif ,Sesamum,12108,1288
11706,GULBARGA,2009,Kharif ,Small millets,163,36
11707,GULBARGA,2009,Kharif ,Soyabean,1850,192
11708,GULBARGA,2009,Kharif ,Sunflower,70366,15846
11709,GULBARGA,2009,Kharif ,Urad,42716,1096
11710,GULBARGA,2009,Rabi ,Dry chillies,48,143
11711,GULBARGA,2009,Rabi ,Gram,317,138
11712,GULBARGA,2009,Rabi ,Groundnut,50491,35207
11713,GULBARGA,2009,Rabi ,Horse-gram,317,138
11714,GULBARGA,2009,Rabi ,Jowar,311886,308217
11715,GULBARGA,2009,Rabi ,Linseed,752,221
11716,GULBARGA,2009,Rabi ,Maize,352,621
11717,GULBARGA,2009,Rabi ,Onion,1274,9335
11718,GULBARGA,2009,Rabi ,Other  Rabi pulses,52,11
11719,GULBARGA,2009,Rabi ,Potato,4,59
11720,GULBARGA,2009,Rabi ,Rapeseed &Mustard,32,9
11721,GULBARGA,2009,Rabi ,Rice,2164,4529
11722,GULBARGA,2009,Rabi ,Safflower,14679,10949
11723,GULBARGA,2009,Rabi ,Sunflower,43105,14621
11724,GULBARGA,2009,Rabi ,Wheat,24573,26294
11725,GULBARGA,2009,Summer ,Bajra,373,279
11726,GULBARGA,2009,Summer ,Dry chillies,88,405
11727,GULBARGA,2009,Summer ,Jowar,345,510
11728,GULBARGA,2009,Summer ,Maize,1029,2382
11729,GULBARGA,2009,Summer ,Onion,123,939
11730,GULBARGA,2009,Summer ,Rice,37715,84951
11731,GULBARGA,2009,Summer ,Sunflower,1488,831
11732,GULBARGA,2009,Whole Year,Banana,1886,44740
11733,GULBARGA,2009,Whole Year,Coconut ,479,3406
11734,GULBARGA,2009,Whole Year,Coriander,13,6
11735,GULBARGA,2009,Whole Year,Cotton(lint),23502,55471
11736,GULBARGA,2009,Whole Year,Dry ginger,8,252
11737,GULBARGA,2009,Whole Year,Garlic,19,27
11738,GULBARGA,2009,Whole Year,Mesta,286,322
11739,GULBARGA,2009,Whole Year,Sugarcane,11995,763482
11740,GULBARGA,2009,Whole Year,Sweet potato,10,66
11741,GULBARGA,2009,Whole Year,Turmeric,238,538
11742,GULBARGA,2010,Kharif ,Arhar/Tur,377775,206718
11743,GULBARGA,2010,Kharif ,Bajra,18875,13796
11744,GULBARGA,2010,Kharif ,Castor seed,68,57
11745,GULBARGA,2010,Kharif ,Cotton(lint),13759,38254
11746,GULBARGA,2010,Kharif ,Cowpea(Lobia),1872,285
11747,GULBARGA,2010,Kharif ,Dry chillies,1493,2861
11748,GULBARGA,2010,Kharif ,Groundnut,1638,583
11749,GULBARGA,2010,Kharif ,Horse-gram,1127,648
11750,GULBARGA,2010,Kharif ,Jowar,2760,2313
11751,GULBARGA,2010,Kharif ,Maize,5641,11018
11752,GULBARGA,2010,Kharif ,Moong(Green Gram),44830,16013
11753,GULBARGA,2010,Kharif ,Niger seed,1034,174
11754,GULBARGA,2010,Kharif ,Onion,523,4242
11755,GULBARGA,2010,Kharif ,Other Kharif pulses,858,167
11756,GULBARGA,2010,Kharif ,Potato,8,61
11757,GULBARGA,2010,Kharif ,Rice,3033,4822
11758,GULBARGA,2010,Kharif ,Sesamum,15782,4228
11759,GULBARGA,2010,Kharif ,Small millets,20,7
11760,GULBARGA,2010,Kharif ,Soyabean,375,140
11761,GULBARGA,2010,Kharif ,Sunflower,23457,8592
11762,GULBARGA,2010,Kharif ,Urad,49090,18281
11763,GULBARGA,2010,Rabi ,Dry chillies,82,223
11764,GULBARGA,2010,Rabi ,Gram,208465,147961
11765,GULBARGA,2010,Rabi ,Groundnut,4129,2930
11766,GULBARGA,2010,Rabi ,Horse-gram,77,47
11767,GULBARGA,2010,Rabi ,Jowar,210038,173408
11768,GULBARGA,2010,Rabi ,Linseed,549,184
11769,GULBARGA,2010,Rabi ,Maize,1176,404
11770,GULBARGA,2010,Rabi ,Onion,664,6733
11771,GULBARGA,2010,Rabi ,Rapeseed &Mustard,15,5
11772,GULBARGA,2010,Rabi ,Rice,608,1850
11773,GULBARGA,2010,Rabi ,Safflower,9877,5520
11774,GULBARGA,2010,Rabi ,Sunflower,8980,4284
11775,GULBARGA,2010,Rabi ,Wheat,17702,26539
11776,GULBARGA,2010,Summer ,Dry chillies,99,301
11777,GULBARGA,2010,Summer ,Maize,1124,2713
11778,GULBARGA,2010,Summer ,Onion,191,2032
11779,GULBARGA,2010,Summer ,Rice,901,2913
11780,GULBARGA,2010,Summer ,Sunflower,287,165
11781,GULBARGA,2010,Whole Year,Banana,2326,60127
11782,GULBARGA,2010,Whole Year,Coconut ,238,2275
11783,GULBARGA,2010,Whole Year,Coriander,10,4
11784,GULBARGA,2010,Whole Year,Dry ginger,72,260
11785,GULBARGA,2010,Whole Year,Garlic,15,19
11786,GULBARGA,2010,Whole Year,Mesta,370,397
11787,GULBARGA,2010,Whole Year,Sugarcane,10891,724252
11788,GULBARGA,2010,Whole Year,Turmeric,259,573
11789,GULBARGA,2011,Kharif ,Arhar/Tur,370523,175998
11790,GULBARGA,2011,Kharif ,Bajra,20942,16845
11791,GULBARGA,2011,Kharif ,Castor seed,108,91
11792,GULBARGA,2011,Kharif ,Cotton(lint),26496,107190
11793,GULBARGA,2011,Kharif ,Cowpea(Lobia),1143,404
11794,GULBARGA,2011,Kharif ,Dry chillies,1871,2853
11795,GULBARGA,2011,Kharif ,Groundnut,1555,932
11796,GULBARGA,2011,Kharif ,Horse-gram,1152,629
11797,GULBARGA,2011,Kharif ,Jowar,2635,3376
11798,GULBARGA,2011,Kharif ,Maize,5918,13977
11799,GULBARGA,2011,Kharif ,Moong(Green Gram),21905,7991
11800,GULBARGA,2011,Kharif ,Niger seed,1264,344
11801,GULBARGA,2011,Kharif ,Onion,734,3623
11802,GULBARGA,2011,Kharif ,Other Kharif pulses,914,478
11803,GULBARGA,2011,Kharif ,Peas & beans (Pulses),8,71
11804,GULBARGA,2011,Kharif ,Potato,100,826
11805,GULBARGA,2011,Kharif ,Rice,3282,5331
11806,GULBARGA,2011,Kharif ,Sesamum,5720,2744
11807,GULBARGA,2011,Kharif ,Small millets,25,8
11808,GULBARGA,2011,Kharif ,Soyabean,875,320
11809,GULBARGA,2011,Kharif ,Sunflower,23356,11108
11810,GULBARGA,2011,Kharif ,Urad,30220,11139
11811,GULBARGA,2011,Rabi ,Dry chillies,143,337
11812,GULBARGA,2011,Rabi ,Gram,166956,116889
11813,GULBARGA,2011,Rabi ,Groundnut,5991,4195
11814,GULBARGA,2011,Rabi ,Horse-gram,81,41
11815,GULBARGA,2011,Rabi ,Jowar,205263,190996
11816,GULBARGA,2011,Rabi ,Linseed,395,97
11817,GULBARGA,2011,Rabi ,Maize,262,190
11818,GULBARGA,2011,Rabi ,Onion,799,18982
11819,GULBARGA,2011,Rabi ,Rapeseed &Mustard,6,2
11820,GULBARGA,2011,Rabi ,Rice,575,718
11821,GULBARGA,2011,Rabi ,Safflower,5880,3962
11822,GULBARGA,2011,Rabi ,Sunflower,12201,6742
11823,GULBARGA,2011,Rabi ,Wheat,16516,24893
11824,GULBARGA,2011,Summer ,Dry chillies,40,140
11825,GULBARGA,2011,Summer ,Maize,779,1104
11826,GULBARGA,2011,Summer ,Onion,93,573
11827,GULBARGA,2011,Summer ,Rice,106,182
11828,GULBARGA,2011,Summer ,Sunflower,174,95
11829,GULBARGA,2011,Whole Year,Banana,2539,68891
11830,GULBARGA,2011,Whole Year,Coconut ,242,2406
11831,GULBARGA,2011,Whole Year,Coriander,10,4
11832,GULBARGA,2011,Whole Year,Dry ginger,202,642
11833,GULBARGA,2011,Whole Year,Garlic,14,17
11834,GULBARGA,2011,Whole Year,Mesta,312,434
11835,GULBARGA,2011,Whole Year,Sugarcane,15074,615773
11836,GULBARGA,2011,Whole Year,Turmeric,1036,5204
11837,GULBARGA,2012,Kharif ,Arhar/Tur,340119,250736
11838,GULBARGA,2012,Kharif ,Bajra,15566,16961
11839,GULBARGA,2012,Kharif ,Castor seed,11,7
11840,GULBARGA,2012,Kharif ,Cotton(lint),39523,90771
11841,GULBARGA,2012,Kharif ,Cowpea(Lobia),266,118
11842,GULBARGA,2012,Kharif ,Dry chillies,177,153
11843,GULBARGA,2012,Kharif ,Groundnut,1085,610
11844,GULBARGA,2012,Kharif ,Horse-gram,435,177
11845,GULBARGA,2012,Kharif ,Jowar,3010,4092
11846,GULBARGA,2012,Kharif ,Maize,4818,13278
11847,GULBARGA,2012,Kharif ,Moong(Green Gram),22825,10148
11848,GULBARGA,2012,Kharif ,Niger seed,304,73
11849,GULBARGA,2012,Kharif ,Onion,741,3934
11850,GULBARGA,2012,Kharif ,Other Kharif pulses,276,202
11851,GULBARGA,2012,Kharif ,Potato,29,185
11852,GULBARGA,2012,Kharif ,Rice,2799,4834
11853,GULBARGA,2012,Kharif ,Sesamum,5694,2651
11854,GULBARGA,2012,Kharif ,Small millets,19,5
11855,GULBARGA,2012,Kharif ,Soyabean,4512,3416
11856,GULBARGA,2012,Kharif ,Sunflower,23810,12079
11857,GULBARGA,2012,Kharif ,Urad,31178,16646
11858,GULBARGA,2012,Rabi ,Dry chillies,26,71
11859,GULBARGA,2012,Rabi ,Gram,158987,129137
11860,GULBARGA,2012,Rabi ,Groundnut,673,1137
11861,GULBARGA,2012,Rabi ,Jowar,197537,217123
11862,GULBARGA,2012,Rabi ,Linseed,261,46
11863,GULBARGA,2012,Rabi ,Maize,292,591
11864,GULBARGA,2012,Rabi ,Onion,337,4227
11865,GULBARGA,2012,Rabi ,Rice,1623,2277
11866,GULBARGA,2012,Rabi ,Safflower,5147,4807
11867,GULBARGA,2012,Rabi ,Sunflower,19047,9934
11868,GULBARGA,2012,Rabi ,Wheat,11271,14787
11869,GULBARGA,2012,Summer ,Dry chillies,23,65
11870,GULBARGA,2012,Summer ,Groundnut,2811,2310
11871,GULBARGA,2012,Summer ,Maize,701,2383
11872,GULBARGA,2012,Summer ,Onion,51,289
11873,GULBARGA,2012,Summer ,Rice,140,210
11874,GULBARGA,2012,Summer ,Sunflower,271,148
11875,GULBARGA,2012,Whole Year,Coconut ,181,1782
11876,GULBARGA,2012,Whole Year,Coriander,17,7
11877,GULBARGA,2012,Whole Year,Dry ginger,2,64
11878,GULBARGA,2012,Whole Year,Garlic,12,16
11879,GULBARGA,2012,Whole Year,Mesta,168,234
11880,GULBARGA,2012,Whole Year,Sugarcane,14801,731169
11881,GULBARGA,2012,Whole Year,Sweet potato,5,78
11882,GULBARGA,2012,Whole Year,Turmeric,462,920
11883,GULBARGA,2013,Kharif ,Arhar/Tur,369537,394592
11884,GULBARGA,2013,Kharif ,Bajra,14897,19870
11885,GULBARGA,2013,Kharif ,Cotton(lint),47273,269445
11886,GULBARGA,2013,Kharif ,Cowpea(Lobia),327,107
11887,GULBARGA,2013,Kharif ,Dry chillies,1252,2581
11888,GULBARGA,2013,Kharif ,Groundnut,1249,592
11889,GULBARGA,2013,Kharif ,Horse-gram,387,195
11890,GULBARGA,2013,Kharif ,Jowar,3811,4703
11891,GULBARGA,2013,Kharif ,Maize,5302,13705
11892,GULBARGA,2013,Kharif ,Moong(Green Gram),35951,17077
11893,GULBARGA,2013,Kharif ,Niger seed,532,116
11894,GULBARGA,2013,Kharif ,Onion,711,4703
11895,GULBARGA,2013,Kharif ,Other Kharif pulses,414,232
11896,GULBARGA,2013,Kharif ,Potato,4,26
11897,GULBARGA,2013,Kharif ,Rapeseed &Mustard,4,1
11898,GULBARGA,2013,Kharif ,Rice,4281,11335
11899,GULBARGA,2013,Kharif ,Sesamum,5419,3202
11900,GULBARGA,2013,Kharif ,Small millets,22,8
11901,GULBARGA,2013,Kharif ,Soyabean,6054,8334
11902,GULBARGA,2013,Kharif ,Sunflower,27776,16281
11903,GULBARGA,2013,Kharif ,Urad,40904,22033
11904,GULBARGA,2013,Rabi ,Dry chillies,9,17
11905,GULBARGA,2013,Rabi ,Gram,172556,155732
11906,GULBARGA,2013,Rabi ,Jowar,229797,292750
11907,GULBARGA,2013,Rabi ,Linseed,209,62
11908,GULBARGA,2013,Rabi ,Maize,437,1295
11909,GULBARGA,2013,Rabi ,Onion,373,4867
11910,GULBARGA,2013,Rabi ,Rice,875,1949
11911,GULBARGA,2013,Rabi ,Safflower,4979,5719
11912,GULBARGA,2013,Rabi ,Sunflower,17346,10777
11913,GULBARGA,2013,Rabi ,Wheat,13467,23502
11914,GULBARGA,2013,Summer ,Dry chillies,49,130
11915,GULBARGA,2013,Summer ,Groundnut,2996,2416
11916,GULBARGA,2013,Summer ,Maize,288,801
11917,GULBARGA,2013,Summer ,Onion,41,322
11918,GULBARGA,2013,Summer ,Rice,122,249
11919,GULBARGA,2013,Summer ,Sunflower,73,62
11920,GULBARGA,2013,Whole Year,Coconut ,119,944
11921,GULBARGA,2013,Whole Year,Coriander,21,7
11922,GULBARGA,2013,Whole Year,Garlic,24,25
11923,GULBARGA,2013,Whole Year,Mesta,140,156
11924,GULBARGA,2013,Whole Year,Sugarcane,27602,1678202
11925,GULBARGA,2013,Whole Year,Turmeric,653,2016
11926,GULBARGA,2014,Kharif ,Arhar/Tur,315343,210003
11927,GULBARGA,2014,Kharif ,Bajra,15642,18218
11928,GULBARGA,2014,Kharif ,Castor seed,79,48
11929,GULBARGA,2014,Kharif ,Cotton(lint),82637,338020
11930,GULBARGA,2014,Kharif ,Cowpea(Lobia),534,221
11931,GULBARGA,2014,Kharif ,Groundnut,649,235
11932,GULBARGA,2014,Kharif ,Horse-gram,530,248
11933,GULBARGA,2014,Kharif ,Jowar,1579,1730
11934,GULBARGA,2014,Kharif ,Maize,4747,12713
11935,GULBARGA,2014,Kharif ,Moong(Green Gram),20292,6362
11936,GULBARGA,2014,Kharif ,Niger seed,422,112
11937,GULBARGA,2014,Kharif ,Onion,710,3646
11938,GULBARGA,2014,Kharif ,Other Kharif pulses,440,220
11939,GULBARGA,2014,Kharif ,Potato,53,326
11940,GULBARGA,2014,Kharif ,Rapeseed &Mustard,106,23
11941,GULBARGA,2014,Kharif ,Rice,1556,2887
11942,GULBARGA,2014,Kharif ,Sesamum,4430,2277
